TableName,Page_Subreport,use_table,geom_type,FieldName,DisplayName,make_chart,sort_asc_flag,chart_template_id,esri_dtype,text_len,CreationStatus,RollupChartStatus
cd_houschoice,community design housing choice report,1,,res_mhd_fut,Future Residential Units - Med-Hi Density,1,TRUE,1,FLOAT,,Table + GP task updated,Done
cd_houschoice,community design housing choice report,1,,res_hid_fut,Future Residential Units - High Density,1,TRUE,1,FLOAT,,Table + GP task updated,Done
cd_houschoice,community design housing choice report,1,,mixuse_fut,Future Residential Units - In Mixed Use Dev,1,TRUE,1,FLOAT,,Table + GP task updated,Done
cd_houschoice,community design housing choice report,0,,<TCAC score placeholder>,<Tcac Score Placeholder>,0,,,,,,
cd_existgasset,community design use of existing assets report,1,,project_uid,Unique Project ID,0,,,TEXT,36,Table + GP task updated,
cd_existgasset,community design use of existing assets report,1,,acc_svc_walk,Walk Access To Services,1,TRUE,1,FLOAT,,Table + GP task updated,Done
cd_existgasset,community design use of existing assets report,1,,acc_svc_bike,Bike Access To Services,1,TRUE,1,FLOAT,,Table + GP task updated,Done
cd_existgasset,community design use of existing assets report,1,,acc_svc_drive,Drive Access To Services,1,TRUE,1,FLOAT,,Table + GP task updated,Done
cd_existgasset,community design use of existing assets report,1,,acc_svc_pubtrn,Transit Access To Services,1,TRUE,1,FLOAT,,Table + GP task updated,Done
cd_existgasset,community design use of existing assets report,1,,infill_status,Tag If Project Is In Infill Or Greenfield Area,0,,,TEXT,100,Table + GP task updated,
cd_naturpres,community design natural resource preservn report,1,,project_uid,Unique Project ID,0,,,TEXT,36,Table + GP task updated,
cd_naturpres,community design natural resource preservn report,1,,ac_natlands_base,"Total Park, Forest, And Ag Lands Near Project - Base Year",1,TRUE,1,FLOAT,,Table + GP task updated,Done
cd_naturpres,community design natural resource preservn report,1,,ac_natlands_fut,"Total Park, Forest, And Ag Lands Near Project - Future Year",1,TRUE,1,FLOAT,,Table + GP task updated,Done
