,Agricultural and Natural Lands,Arterials & Suburban Corridors,Developing Communities,Established Communities,Rural & Small Town Main Street,Rural Residential,Small-Town Established Communities,Urban core,REGION,year
PCT_FATAL_COLLISNS_nonfwy,0.06771141336487285,0.019309732549106645,0.03395061728395062,0.01882517935163709,0.016826923076923076,0.03506493506493506,0.027925531914893616,0.005775211017325634,0.024390243902439025,2020
BIKEPED_COLLISNS_nonfwy,105.0,1543.0,54.0,2573.0,67.0,101.0,108.0,523.0,5999.0,2020
BIKEPED_COLLISNS_PER_CLMILE_nonfwy,0.07417315751129247,4.688429447073261,0.46611920980256666,1.7584196217933494,2.5627204085718778,0.16195978209165995,1.2497779538678069,12.929921976848878,1.2844487317143096,2020
PCT_BIKEPED_COLLISNS_nonfwy,0.031046717918391486,0.1712351570302963,0.08333333333333333,0.13878849991908948,0.16105769230769232,0.043722943722943726,0.14361702127659576,0.23234118169702356,0.13158010177224075,2020
mix_index,0.018237587937577078,0.44837894148610985,0.44520596067335205,0.7060570657264004,0.24221560734779288,0.0866545792745443,0.6279591365688144,0.33167068304780684,0.9999999736665892,2020
Intersxn_34_per_acre,0.001248580779883452,0.12172845629673255,0.04187676616040335,0.13020848575664187,0.12268967097805787,0.011640171887546197,0.062151028115654,0.252307497744667,0.017032926182572163,2020
pct_roadmi_bikeways,0.01212539145013997,0.28375739198986916,0.16864130368840372,0.2071316025960059,0.16610384452232654,0.010721479067037477,0.10322185284132196,0.30095983693316475,0.12217828193674897,2020
TrnVehStop_Acre,1.6708078459549957e-05,0.9860194346976289,0.004690025698930352,0.18718169675333166,0.5575350933768515,0.0006624188870560593,0.03268204873992329,4.209102783321505,0.0323490197392486,2020
Pct_PopEJArea,0.2120690633332703,0.474697823710469,0.20515000761459973,0.21211729247295186,0.652669121030833,0.12796501336295166,0.5001296908337866,0.36962099314734825,0.2507635749834767,2020
EMPIND_jobshare,0.3999100603880252,0.1255050862144183,0.3229054573405073,0.20147457724325002,0.0895638987178898,0.19347523955818888,0.17288608477854223,0.062276947920872024,0.16120213236128114,2020
DU_TOT_NetPclAcre,0.008591885462779919,2.735285002403432,0.2655307437069872,2.4404187632542493,1.344074800965078,0.10962369836760173,0.8859774774817263,12.163268945130753,0.24737509231703012,2020
EMPTOT_NetPclAcre,0.005462618515444684,8.913241967546362,0.14535702161187847,1.7045052563157936,8.257597894918426,0.025537020420261788,0.6389823615405101,70.44616810954189,0.2658580044598958,2020
mix_index,0.018490146412872867,0.4584565465619289,0.5902559572873235,0.7174736060685917,0.2715024527993395,0.09427038707009104,0.645050489346213,0.4679961827033005,0.9666878373619723,2035
